REF_CLOSING_DESCRIPTION,Attraction,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE,Holidays,Weekends
Fermeture Réhab,Inverted Coaster,ATTR,2019-12-07 23:59:00.000,2019-12-07 23:59:00.000,2019-12-08 07:36:38.000,2019-12-07,0,1
,Spinning Coaster,ATTR,2019-12-07 08:16:00.000,2019-12-07 22:12:00.000,2019-12-08 07:36:30.000,2019-12-07,0,1
,Himalaya Ride,ATTR,2019-12-07 08:53:00.000,2019-12-07 22:09:00.000,2019-12-08 07:36:32.000,2019-12-07,0,1
,Oz Theatre,ATTR,2019-12-07 11:00:00.000,2019-12-07 18:35:00.000,2019-12-08 07:36:30.000,2019-12-07,0,1
,Bungee Jump,ATTR,2019-12-07 09:00:00.000,2019-12-07 22:05:00.000,2019-12-08 07:36:26.000,2019-12-07,0,1
,Kiddie Coaster,ATTR,2019-12-07 09:00:00.000,2019-12-07 17:13:00.000,2019-12-08 07:36:36.000,2019-12-07,0,1
,Spiral Slide,ATTR,2019-12-07 08:00:00.000,2019-12-07 18:36:00.000,2019-12-08 07:36:40.000,2019-12-07,0,1
,Go-Karts,ATTR,2019-12-07 08:00:00.000,2019-12-07 22:07:00.000,2019-12-08 07:36:30.000,2019-12-07,0,1
,Merry Go Round,ATTR,2019-12-07 08:00:00.000,2019-12-07 22:12:00.000,2019-12-08 07:36:38.000,2019-12-07,0,1
,Drop Tower,ATTR,2019-12-07 08:00:00.000,2019-12-07 21:23:00.000,2019-12-08 07:36:34.000,2019-12-07,0,1
,Swing Ride,ATTR,2019-12-07 08:00:00.000,2019-12-07 22:03:00.000,2019-12-08 07:36:34.000,2019-12-07,0,1
,Giga Coaster,ATTR,2019-12-07 09:00:00.000,2019-12-07 22:12:00.000,2019-12-08 07:36:36.000,2019-12-07,0,1
,Crazy Dance,ATTR,2019-12-07 08:15:00.000,2019-12-07 22:07:00.000,2019-12-08 07:36:26.000,2019-12-07,0,1
,Bumper Cars,ATTR,2019-12-07 08:00:00.000,2019-12-07 21:13:00.000,2019-12-08 07:36:36.000,2019-12-07,0,1
,Dizzy Dropper,ATTR,2019-12-07 08:00:00.000,2019-12-07 21:19:00.000,2019-12-08 07:36:34.000,2019-12-07,0,1
,Circus Train,ATTR,2019-12-07 09:00:00.000,2019-12-07 17:28:00.000,2019-12-08 07:36:36.000,2019-12-07,0,1
,Giant Wheel,ATTR,2019-12-07 08:00:00.000,2019-12-07 22:15:00.000,2019-12-08 07:36:38.000,2019-12-07,0,1
,Haunted House,ATTR,2019-12-07 09:00:00.000,2019-12-07 21:03:00.000,2019-12-08 07:36:34.000,2019-12-07,0,1
,Free Fall,ATTR,2019-12-07 08:00:00.000,2019-12-07 18:39:00.000,2019-12-08 07:36:40.000,2019-12-07,0,1
,PortAventura World,PARK,2019-12-07 08:00:00.000,2019-12-07 09:00:00.000,2019-12-08 07:36:50.000,2019-12-07,0,1
Fermeture Réhab,Water Ride,ATTR,2019-12-07 23:59:00.000,2019-12-07 23:59:00.000,2019-12-08 07:36:34.000,2019-12-07,0,1
,Zipline,ATTR,2019-12-07 07:42:00.000,2019-12-07 22:12:00.000,2019-12-08 07:36:32.000,2019-12-07,0,1
,Superman Ride,ATTR,2019-12-07 08:00:00.000,2019-12-07 17:22:00.000,2019-12-08 07:36:38.000,2019-12-07,0,1
,Rapids Ride,ATTR,2019-12-07 09:00:00.000,2019-12-07 17:09:00.000,2019-12-08 07:36:36.000,2019-12-07,0,1
,Flying Coaster,ATTR,2019-12-07 09:00:00.000,2019-12-07 22:13:00.000,2019-12-08 07:36:26.000,2019-12-07,0,1
,Haunted House,ATTR,2019-12-08 09:00:00.000,2019-12-08 19:52:00.000,2019-12-09 07:33:39.000,2019-12-08,0,1
,Oz Theatre,ATTR,2019-12-08 11:00:00.000,2019-12-08 17:17:00.000,2019-12-09 07:33:36.000,2019-12-08,0,1
,Swing Ride,ATTR,2019-12-08 08:00:00.000,2019-12-08 21:03:00.000,2019-12-09 07:33:39.000,2019-12-08,0,1
Fermeture Réhab,Water Ride,ATTR,2019-12-08 23:59:00.000,2019-12-08 23:59:00.000,2019-12-09 07:33:39.000,2019-12-08,0,1
,Crazy Dance,ATTR,2019-12-08 08:29:00.000,2019-12-08 21:10:00.000,2019-12-09 07:33:34.000,2019-12-08,0,1
,Bumper Cars,ATTR,2019-12-08 08:00:00.000,2019-12-08 20:06:00.000,2019-12-09 07:33:44.000,2019-12-08,0,1
,Drop Tower,ATTR,2019-12-08 07:38:00.000,2019-12-08 20:10:00.000,2019-12-09 07:33:39.000,2019-12-08,0,1
,Giga Coaster,ATTR,2019-12-08 09:00:00.000,2019-12-08 21:11:00.000,2019-12-09 07:33:44.000,2019-12-08,0,1
Fermeture Réhab,Inverted Coaster,ATTR,2019-12-08 23:59:00.000,2019-12-08 23:59:00.000,2019-12-09 07:33:45.000,2019-12-08,0,1
,PortAventura World,PARK,2019-12-08 09:00:00.000,2019-12-08 21:00:00.000,2019-12-09 07:33:58.000,2019-12-08,0,1
,Roller Coaster,ATTR,2019-12-08 10:00:00.000,2019-12-08 18:02:00.000,2019-12-09 07:33:36.000,2019-12-08,0,1
,Spiral Slide,ATTR,2019-12-08 08:00:00.000,2019-12-08 18:29:00.000,2019-12-09 07:33:47.000,2019-12-08,0,1
,Zipline,ATTR,2019-12-08 08:00:00.000,2019-12-08 21:08:00.000,2019-12-09 07:33:38.000,2019-12-08,0,1
,Kiddie Coaster,ATTR,2019-12-08 09:00:00.000,2019-12-08 17:08:00.000,2019-12-09 07:33:44.000,2019-12-08,0,1
,Flying Coaster,ATTR,2019-12-08 09:00:00.000,2019-12-08 21:12:00.000,2019-12-09 07:33:34.000,2019-12-08,0,1
,Bungee Jump,ATTR,2019-12-08 08:33:00.000,2019-12-08 21:01:00.000,2019-12-09 07:33:34.000,2019-12-08,0,1
,Himalaya Ride,ATTR,2019-12-08 08:32:00.000,2019-12-08 21:08:00.000,2019-12-09 07:33:38.000,2019-12-08,0,1
,Circus Train,ATTR,2019-12-08 08:54:00.000,2019-12-08 17:19:00.000,2019-12-09 07:33:44.000,2019-12-08,0,1
,Giant Wheel,ATTR,2019-12-08 08:00:00.000,2019-12-08 21:09:00.000,2019-12-09 07:33:45.000,2019-12-08,0,1
,Merry Go Round,ATTR,2019-12-08 08:00:00.000,2019-12-08 21:10:00.000,2019-12-09 07:33:45.000,2019-12-08,0,1
,Superman Ride,ATTR,2019-12-08 08:00:00.000,2019-12-08 17:21:00.000,2019-12-09 07:33:45.000,2019-12-08,0,1
,Dizzy Dropper,ATTR,2019-12-08 07:57:00.000,2019-12-08 20:06:00.000,2019-12-09 07:33:39.000,2019-12-08,0,1
,Spinning Coaster,ATTR,2019-12-08 08:45:00.000,2019-12-08 21:07:00.000,2019-12-09 07:33:36.000,2019-12-08,0,1
,Free Fall,ATTR,2019-12-08 08:00:00.000,2019-12-08 18:17:00.000,2019-12-09 07:33:47.000,2019-12-08,0,1
,Go-Karts,ATTR,2019-12-08 08:00:00.000,2019-12-08 21:02:00.000,2019-12-09 07:33:36.000,2019-12-08,0,1
,Rapids Ride,ATTR,2019-12-08 09:00:00.000,2019-12-08 17:23:00.000,2019-12-09 07:33:44.000,2019-12-08,0,1
,PortAventura World,PARK,2019-12-08 08:00:00.000,2019-12-08 09:00:00.000,2019-12-09 07:33:58.000,2019-12-08,0,1
,Zipline,ATTR,2019-12-09 08:17:00.000,2019-12-09 19:09:00.000,2019-12-10 07:45:15.000,2019-12-09,0,0
,Superman Ride,ATTR,2019-12-09 08:24:00.000,2019-12-09 17:18:00.000,2019-12-10 07:45:23.000,2019-12-09,0,0
Fermeture Réhab,Water Ride,ATTR,2019-12-09 23:59:00.000,2019-12-09 23:59:00.000,2019-12-10 07:45:19.000,2019-12-09,0,0
,Merry Go Round,ATTR,2019-12-09 09:30:00.000,2019-12-09 19:14:00.000,2019-12-10 07:45:23.000,2019-12-09,0,0
,Giga Coaster,ATTR,2019-12-09 09:42:00.000,2019-12-09 18:15:00.000,2019-12-10 07:45:21.000,2019-12-09,0,0
,Spiral Slide,ATTR,2019-12-09 08:30:00.000,2019-12-09 18:20:00.000,2019-12-10 07:45:26.000,2019-12-09,0,0
,Giant Wheel,ATTR,2019-12-09 08:30:00.000,2019-12-09 19:09:00.000,2019-12-10 07:45:23.000,2019-12-09,0,0
,Bungee Jump,ATTR,2019-12-09 09:46:00.000,2019-12-09 19:00:00.000,2019-12-10 07:45:11.000,2019-12-09,0,0
,Spinning Coaster,ATTR,2019-12-09 09:31:00.000,2019-12-09 19:14:00.000,2019-12-10 07:45:13.000,2019-12-09,0,0
,Free Fall,ATTR,2019-12-09 08:30:00.000,2019-12-09 18:31:00.000,2019-12-10 07:45:26.000,2019-12-09,0,0
,PortAventura World,PARK,2019-12-09 08:30:00.000,2019-12-09 09:30:00.000,2019-12-10 07:45:36.000,2019-12-09,0,0
,Oz Theatre,ATTR,2019-12-09 11:00:00.000,2019-12-09 17:17:00.000,2019-12-10 07:45:13.000,2019-12-09,0,0
,Bumper Cars,ATTR,2019-12-09 08:30:00.000,2019-12-09 18:07:00.000,2019-12-10 07:45:21.000,2019-12-09,0,0
,Kiddie Coaster,ATTR,2019-12-09 10:00:00.000,2019-12-09 17:10:00.000,2019-12-10 07:45:21.000,2019-12-09,0,0
,Roller Coaster,ATTR,2019-12-09 10:00:00.000,2019-12-09 18:01:00.000,2019-12-10 07:45:13.000,2019-12-09,0,0
,Dizzy Dropper,ATTR,2019-12-09 08:17:00.000,2019-12-09 18:16:00.000,2019-12-10 07:45:19.000,2019-12-09,0,0
,Crazy Dance,ATTR,2019-12-09 09:25:00.000,2019-12-09 19:07:00.000,2019-12-10 07:45:11.000,2019-12-09,0,0
,Haunted House,ATTR,2019-12-09 09:41:00.000,2019-12-09 17:59:00.000,2019-12-10 07:45:19.000,2019-12-09,0,0
,Rapids Ride,ATTR,2019-12-09 10:00:00.000,2019-12-09 17:15:00.000,2019-12-10 07:45:21.000,2019-12-09,0,0
,Himalaya Ride,ATTR,2019-12-09 10:00:00.000,2019-12-09 19:00:00.000,2019-12-10 07:45:15.000,2019-12-09,0,0
,Circus Train,ATTR,2019-12-09 09:54:00.000,2019-12-09 17:24:00.000,2019-12-10 07:45:21.000,2019-12-09,0,0
,Flying Coaster,ATTR,2019-12-09 09:43:00.000,2019-12-09 19:14:00.000,2019-12-10 07:45:11.000,2019-12-09,0,0
,Go-Karts,ATTR,2019-12-09 08:30:00.000,2019-12-09 19:07:00.000,2019-12-10 07:45:13.000,2019-12-09,0,0
,PortAventura World,PARK,2019-12-09 10:00:00.000,2019-12-09 19:00:00.000,2019-12-10 07:45:36.000,2019-12-09,0,0
Fermeture Réhab,Inverted Coaster,ATTR,2019-12-09 23:59:00.000,2019-12-09 23:59:00.000,2019-12-10 07:45:23.000,2019-12-09,0,0
,Swing Ride,ATTR,2019-12-09 08:30:00.000,2019-12-09 18:15:00.000,2019-12-10 07:45:19.000,2019-12-09,0,0
,Drop Tower,ATTR,2019-12-09 08:30:00.000,2019-12-09 18:18:00.000,2019-12-10 07:45:19.000,2019-12-09,0,0
,Swing Ride,ATTR,2019-12-10 08:30:00.000,2019-12-10 18:20:00.000,2019-12-11 07:41:53.000,2019-12-10,0,0
,Giga Coaster,ATTR,2019-12-10 09:16:00.000,2019-12-10 18:15:00.000,2019-12-11 07:41:55.000,2019-12-10,0,0
,Bumper Cars,ATTR,2019-12-10 08:30:00.000,2019-12-10 18:13:00.000,2019-12-11 07:41:55.000,2019-12-10,0,0
,Drop Tower,ATTR,2019-12-10 08:30:00.000,2019-12-10 18:01:00.000,2019-12-11 07:41:53.000,2019-12-10,0,0
Fermeture Réhab,Water Ride,ATTR,2019-12-10 23:59:00.000,2019-12-10 23:59:00.000,2019-12-11 07:41:53.000,2019-12-10,0,0
,Flying Coaster,ATTR,2019-12-10 09:33:00.000,2019-12-10 19:11:00.000,2019-12-11 07:41:46.000,2019-12-10,0,0
,Kiddie Coaster,ATTR,2019-12-10 10:00:00.000,2019-12-10 17:12:00.000,2019-12-11 07:41:55.000,2019-12-10,0,0
,Dizzy Dropper,ATTR,2019-12-10 08:30:00.000,2019-12-10 18:21:00.000,2019-12-11 07:41:53.000,2019-12-10,0,0
,Merry Go Round,ATTR,2019-12-10 09:30:00.000,2019-12-10 19:00:00.000,2019-12-11 07:41:57.000,2019-12-10,0,0
,Crazy Dance,ATTR,2019-12-10 09:21:00.000,2019-12-10 19:11:00.000,2019-12-11 07:41:46.000,2019-12-10,0,0
,Circus Train,ATTR,2019-12-10 09:45:00.000,2019-12-10 17:22:00.000,2019-12-11 07:41:55.000,2019-12-10,0,0
,Roller Coaster,ATTR,2019-12-10 10:00:00.000,2019-12-10 18:01:00.000,2019-12-11 07:41:48.000,2019-12-10,0,0
,Superman Ride,ATTR,2019-12-10 08:30:00.000,2019-12-10 17:18:00.000,2019-12-11 07:41:57.000,2019-12-10,0,0
,Rapids Ride,ATTR,2019-12-10 10:00:00.000,2019-12-10 17:19:00.000,2019-12-11 07:41:55.000,2019-12-10,0,0
,Zipline,ATTR,2019-12-10 08:19:00.000,2019-12-10 19:05:00.000,2019-12-11 07:41:50.000,2019-12-10,0,0
,Spinning Coaster,ATTR,2019-12-10 09:19:00.000,2019-12-10 19:00:00.000,2019-12-11 07:41:48.000,2019-12-10,0,0
Fermeture Réhab,Inverted Coaster,ATTR,2019-12-10 23:59:00.000,2019-12-10 23:59:00.000,2019-12-11 07:41:57.000,2019-12-10,0,0
,Himalaya Ride,ATTR,2019-12-10 09:19:00.000,2019-12-10 19:13:00.000,2019-12-11 07:41:50.000,2019-12-10,0,0
,Spiral Slide,ATTR,2019-12-10 08:30:00.000,2019-12-10 18:20:00.000,2019-12-11 07:41:59.000,2019-12-10,0,0
,PortAventura World,PARK,2019-12-10 08:30:00.000,2019-12-10 09:30:00.000,2019-12-11 07:42:09.000,2019-12-10,0,0
,Bungee Jump,ATTR,2019-12-10 10:00:00.000,2019-12-10 19:04:00.000,2019-12-11 07:41:46.000,2019-12-10,0,0
,Oz Theatre,ATTR,2019-12-10 10:54:00.000,2019-12-10 17:19:00.000,2019-12-11 07:41:48.000,2019-12-10,0,0
,Free Fall,ATTR,2019-12-10 08:30:00.000,2019-12-10 18:36:00.000,2019-12-11 07:41:59.000,2019-12-10,0,0
,Giant Wheel,ATTR,2019-12-10 08:30:00.000,2019-12-10 19:14:00.000,2019-12-11 07:41:57.000,2019-12-10,0,0
,PortAventura World,PARK,2019-12-10 10:00:00.000,2019-12-10 19:00:00.000,2019-12-11 07:42:09.000,2019-12-10,0,0
,Go-Karts,ATTR,2019-12-10 08:30:00.000,2019-12-10 19:08:00.000,2019-12-11 07:41:48.000,2019-12-10,0,0
,Haunted House,ATTR,2019-12-10 09:39:00.000,2019-12-10 17:45:00.000,2019-12-11 07:41:53.000,2019-12-10,0,0
,Dizzy Dropper,ATTR,2019-12-11 08:20:00.000,2019-12-11 18:16:00.000,2019-12-12 09:08:15.000,2019-12-11,0,0
Fermeture Réhab,Inverted Coaster,ATTR,2019-12-11 23:59:00.000,2019-12-11 23:59:00.000,2019-12-12 09:08:17.000,2019-12-11,0,0
,Circus Train,ATTR,2019-12-11 09:42:00.000,2019-12-11 17:27:00.000,2019-12-12 09:08:16.000,2019-12-11,0,0
,Himalaya Ride,ATTR,2019-12-11 09:43:00.000,2019-12-11 19:10:00.000,2019-12-12 09:08:12.000,2019-12-11,0,0
,Merry Go Round,ATTR,2019-12-11 09:30:00.000,2019-12-11 19:10:00.000,2019-12-12 09:08:17.000,2019-12-11,0,0
,Drop Tower,ATTR,2019-12-11 08:30:00.000,2019-12-11 18:19:00.000,2019-12-12 09:08:15.000,2019-12-11,0,0
,Flying Coaster,ATTR,2019-12-11 09:37:00.000,2019-12-11 19:13:00.000,2019-12-12 09:08:10.000,2019-12-11,0,0
,Spinning Coaster,ATTR,2019-12-11 08:55:00.000,2019-12-11 19:12:00.000,2019-12-12 09:08:11.000,2019-12-11,0,0
,Roller Coaster,ATTR,2019-12-11 10:00:00.000,2019-12-11 18:04:00.000,2019-12-12 09:08:11.000,2019-12-11,0,0
,Free Fall,ATTR,2019-12-11 08:30:00.000,2019-12-11 18:19:00.000,2019-12-12 09:08:18.000,2019-12-11,0,0
,Superman Ride,ATTR,2019-12-11 08:30:00.000,2019-12-11 17:18:00.000,2019-12-12 09:08:17.000,2019-12-11,0,0
Fermeture Réhab,Water Ride,ATTR,2019-12-11 23:59:00.000,2019-12-11 23:59:00.000,2019-12-12 09:08:15.000,2019-12-11,0,0
,Giant Wheel,ATTR,2019-12-11 08:30:00.000,2019-12-11 19:11:00.000,2019-12-12 09:08:17.000,2019-12-11,0,0
,Go-Karts,ATTR,2019-12-11 08:30:00.000,2019-12-11 19:08:00.000,2019-12-12 09:08:11.000,2019-12-11,0,0
,Spiral Slide,ATTR,2019-12-11 08:30:00.000,2019-12-11 18:13:00.000,2019-12-12 09:08:18.000,2019-12-11,0,0
,PortAventura World,PARK,2019-12-11 08:30:00.000,2019-12-11 09:30:00.000,2019-12-12 09:08:24.000,2019-12-11,0,0
,Swing Ride,ATTR,2019-12-11 08:30:00.000,2019-12-11 18:13:00.000,2019-12-12 09:08:15.000,2019-12-11,0,0
,Kiddie Coaster,ATTR,2019-12-11 10:00:00.000,2019-12-11 17:12:00.000,2019-12-12 09:08:16.000,2019-12-11,0,0
,Haunted House,ATTR,2019-12-11 09:40:00.000,2019-12-11 17:58:00.000,2019-12-12 09:08:15.000,2019-12-11,0,0
,Rapids Ride,ATTR,2019-12-11 09:32:00.000,2019-12-11 17:16:00.000,2019-12-12 09:08:16.000,2019-12-11,0,0
,Bungee Jump,ATTR,2019-12-11 09:30:00.000,2019-12-11 19:03:00.000,2019-12-12 09:08:10.000,2019-12-11,0,0
,PortAventura World,PARK,2019-12-11 10:00:00.000,2019-12-11 19:00:00.000,2019-12-12 09:08:24.000,2019-12-11,0,0
,Bumper Cars,ATTR,2019-12-11 08:30:00.000,2019-12-11 18:12:00.000,2019-12-12 09:08:16.000,2019-12-11,0,0
,Crazy Dance,ATTR,2019-12-11 09:32:00.000,2019-12-11 19:06:00.000,2019-12-12 09:08:10.000,2019-12-11,0,0
,Giga Coaster,ATTR,2019-12-11 09:34:00.000,2019-12-11 18:14:00.000,2019-12-12 09:08:16.000,2019-12-11,0,0
,Zipline,ATTR,2019-12-11 08:17:00.000,2019-12-11 19:08:00.000,2019-12-12 09:08:12.000,2019-12-11,0,0
,Oz Theatre,ATTR,2019-12-11 10:52:00.000,2019-12-11 17:16:00.000,2019-12-12 09:08:11.000,2019-12-11,0,0
,Bungee Jump,ATTR,2019-12-12 09:46:00.000,2019-12-13 01:30:00.000,2019-12-13 08:27:09.000,2019-12-12,0,0
,Roller Coaster,ATTR,2019-12-12 10:00:00.000,2019-12-12 18:02:00.000,2019-12-13 08:27:10.000,2019-12-12,0,0
,Oz Theatre,ATTR,2019-12-12 10:53:00.000,2019-12-12 17:16:00.000,2019-12-13 08:27:10.000,2019-12-12,0,0
,Bumper Cars,ATTR,2019-12-12 08:30:00.000,2019-12-13 01:30:00.000,2019-12-13 08:27:25.000,2019-12-12,0,0
,Zipline,ATTR,2019-12-12 08:28:00.000,2019-12-13 01:30:00.000,2019-12-13 08:27:13.000,2019-12-12,0,0
,Go-Karts,ATTR,2019-12-12 08:30:00.000,2019-12-13 01:35:00.000,2019-12-13 08:27:10.000,2019-12-12,0,0
,Superman Ride,ATTR,2019-12-12 08:22:00.000,2019-12-12 17:16:00.000,2019-12-13 08:27:26.000,2019-12-12,0,0
,PortAventura World,PARK,2019-12-12 08:30:00.000,2019-12-12 09:30:00.000,2019-12-13 08:27:34.000,2019-12-12,0,0
,Rapids Ride,ATTR,2019-12-12 09:33:00.000,2019-12-12 17:08:00.000,2019-12-13 08:27:25.000,2019-12-12,0,0
,Giga Coaster,ATTR,2019-12-12 09:33:00.000,2019-12-13 01:41:00.000,2019-12-13 08:27:25.000,2019-12-12,0,0
,Circus Train,ATTR,2019-12-12 09:56:00.000,2019-12-12 17:25:00.000,2019-12-13 08:27:25.000,2019-12-12,0,0
,PortAventura World,PARK,2019-12-12 10:00:00.000,2019-12-12 19:00:00.000,2019-12-13 08:27:34.000,2019-12-12,0,0
Fermeture Réhab,Water Ride,ATTR,2019-12-12 23:59:00.000,2019-12-12 23:59:00.000,2019-12-13 08:27:24.000,2019-12-12,0,0
,Haunted House,ATTR,2019-12-12 09:33:00.000,2019-12-12 17:54:00.000,2019-12-13 08:27:24.000,2019-12-12,0,0
,Himalaya Ride,ATTR,2019-12-12 10:00:00.000,2019-12-12 19:10:00.000,2019-12-13 08:27:13.000,2019-12-12,0,0
,Dizzy Dropper,ATTR,2019-12-12 08:30:00.000,2019-12-12 18:15:00.000,2019-12-13 08:27:24.000,2019-12-12,0,0
,Swing Ride,ATTR,2019-12-12 08:30:00.000,2019-12-12 18:19:00.000,2019-12-13 08:27:24.000,2019-12-12,0,0
Fermeture Réhab,Inverted Coaster,ATTR,2019-12-12 23:59:00.000,2019-12-12 23:59:00.000,2019-12-13 08:27:26.000,2019-12-12,0,0
,Drop Tower,ATTR,2019-12-12 08:30:00.000,2019-12-12 18:01:00.000,2019-12-13 08:27:24.000,2019-12-12,0,0
,Giant Wheel,ATTR,2019-12-12 08:30:00.000,2019-12-13 01:44:00.000,2019-12-13 08:27:26.000,2019-12-12,0,0
,Free Fall,ATTR,2019-12-12 08:30:00.000,2019-12-12 18:14:00.000,2019-12-13 08:27:28.000,2019-12-12,0,0
,Flying Coaster,ATTR,2019-12-12 09:37:00.000,2019-12-13 01:41:00.000,2019-12-13 08:27:09.000,2019-12-12,0,0
,Crazy Dance,ATTR,2019-12-12 09:54:00.000,2019-12-13 01:35:00.000,2019-12-13 08:27:09.000,2019-12-12,0,0
,Spinning Coaster,ATTR,2019-12-12 09:10:00.000,2019-12-13 01:41:00.000,2019-12-13 08:27:10.000,2019-12-12,0,0
,Kiddie Coaster,ATTR,2019-12-12 10:00:00.000,2019-12-12 17:09:00.000,2019-12-13 08:27:25.000,2019-12-12,0,0
,Spiral Slide,ATTR,2019-12-12 08:30:00.000,2019-12-12 18:29:00.000,2019-12-13 08:27:28.000,2019-12-12,0,0
,Merry Go Round,ATTR,2019-12-12 09:30:00.000,2019-12-13 01:39:00.000,2019-12-13 08:27:26.000,2019-12-12,0,0
,Swing Ride,ATTR,2019-12-13 08:30:00.000,2019-12-13 23:34:00.000,2019-12-14 07:59:16.000,2019-12-13,0,0
,Drop Tower,ATTR,2019-12-13 08:30:00.000,2019-12-13 23:30:00.000,2019-12-14 07:59:16.000,2019-12-13,0,0
,Kiddie Coaster,ATTR,2019-12-13 10:00:00.000,2019-12-13 17:12:00.000,2019-12-14 07:59:17.000,2019-12-13,0,0
,Oz Theatre,ATTR,2019-12-13 10:57:00.000,2019-12-13 23:33:00.000,2019-12-14 07:59:12.000,2019-12-13,0,0
,Circus Train,ATTR,2019-12-13 09:39:00.000,2019-12-13 17:28:00.000,2019-12-14 07:59:17.000,2019-12-13,0,0
,Free Fall,ATTR,2019-12-13 08:30:00.000,2019-12-13 23:33:00.000,2019-12-14 07:59:21.000,2019-12-13,0,0
,Merry Go Round,ATTR,2019-12-13 09:24:00.000,2019-12-13 23:41:00.000,2019-12-14 07:59:19.000,2019-12-13,0,0
,Flying Coaster,ATTR,2019-12-13 09:45:00.000,2019-12-13 23:42:00.000,2019-12-14 07:59:10.000,2019-12-13,0,0
,Dizzy Dropper,ATTR,2019-12-13 08:30:00.000,2019-12-13 23:30:00.000,2019-12-14 07:59:16.000,2019-12-13,0,0
,Himalaya Ride,ATTR,2019-12-13 10:00:00.000,2019-12-13 23:40:00.000,2019-12-14 07:59:13.000,2019-12-13,0,0
,Haunted House,ATTR,2019-12-13 09:42:00.000,2019-12-13 23:30:00.000,2019-12-14 07:59:16.000,2019-12-13,0,0
,Crazy Dance,ATTR,2019-12-13 09:22:00.000,2019-12-13 23:39:00.000,2019-12-14 07:59:10.000,2019-12-13,0,0
,Bumper Cars,ATTR,2019-12-13 08:30:00.000,2019-12-13 23:30:00.000,2019-12-14 07:59:17.000,2019-12-13,0,0
,PortAventura World,PARK,2019-12-13 10:00:00.000,2019-12-13 19:00:00.000,2019-12-14 07:59:28.000,2019-12-13,0,0
,Superman Ride,ATTR,2019-12-13 08:30:00.000,2019-12-13 17:00:00.000,2019-12-14 07:59:19.000,2019-12-13,0,0
,Bungee Jump,ATTR,2019-12-13 09:29:00.000,2019-12-13 23:34:00.000,2019-12-14 07:59:10.000,2019-12-13,0,0
,Spinning Coaster,ATTR,2019-12-13 09:15:00.000,2019-12-13 23:45:00.000,2019-12-14 07:59:12.000,2019-12-13,0,0
,Giant Wheel,ATTR,2019-12-13 08:28:00.000,2019-12-13 23:41:00.000,2019-12-14 07:59:19.000,2019-12-13,0,0
,PortAventura World,PARK,2019-12-13 08:30:00.000,2019-12-13 09:30:00.000,2019-12-14 07:59:28.000,2019-12-13,0,0
,Giga Coaster,ATTR,2019-12-13 09:21:00.000,2019-12-13 23:30:00.000,2019-12-14 07:59:17.000,2019-12-13,0,0
,Rapids Ride,ATTR,2019-12-13 09:52:00.000,2019-12-13 17:10:00.000,2019-12-14 07:59:17.000,2019-12-13,0,0
,Spiral Slide,ATTR,2019-12-13 08:30:00.000,2019-12-13 22:30:00.000,2019-12-14 07:59:21.000,2019-12-13,0,0
,Roller Coaster,ATTR,2019-12-13 10:00:00.000,2019-12-13 18:00:00.000,2019-12-14 07:59:12.000,2019-12-13,0,0
,Zipline,ATTR,2019-12-13 08:11:00.000,2019-12-13 23:36:00.000,2019-12-14 07:59:13.000,2019-12-13,0,0
Fermeture Réhab,Water Ride,ATTR,2019-12-13 23:59:00.000,2019-12-13 23:59:00.000,2019-12-14 07:59:16.000,2019-12-13,0,0
Fermeture Réhab,Inverted Coaster,ATTR,2019-12-13 23:59:00.000,2019-12-13 23:59:00.000,2019-12-14 07:59:19.000,2019-12-13,0,0
,Go-Karts,ATTR,2019-12-13 08:30:00.000,2019-12-13 23:39:00.000,2019-12-14 07:59:12.000,2019-12-13,0,0
,Bumper Cars,ATTR,2019-12-14 08:00:00.000,2019-12-14 21:00:00.000,2019-12-15 08:33:40.000,2019-12-14,0,1
,Himalaya Ride,ATTR,2019-12-14 08:24:00.000,2019-12-14 22:13:00.000,2019-12-15 08:33:36.000,2019-12-14,0,1
,Free Fall,ATTR,2019-12-14 08:00:00.000,2019-12-14 18:40:00.000,2019-12-15 08:33:43.000,2019-12-14,0,1
,Zipline,ATTR,2019-12-14 07:41:00.000,2019-12-14 22:12:00.000,2019-12-15 08:33:36.000,2019-12-14,0,1
,Kiddie Coaster,ATTR,2019-12-14 09:00:00.000,2019-12-14 17:00:00.000,2019-12-15 08:33:40.000,2019-12-14,0,1
,Flying Coaster,ATTR,2019-12-14 09:00:00.000,2019-12-14 22:10:00.000,2019-12-15 08:33:32.000,2019-12-14,0,1
,Drop Tower,ATTR,2019-12-14 07:58:00.000,2019-12-14 21:24:00.000,2019-12-15 08:33:38.000,2019-12-14,0,1
,Roller Coaster,ATTR,2019-12-14 10:00:00.000,2019-12-14 17:00:00.000,2019-12-15 08:33:34.000,2019-12-14,0,1
,Circus Train,ATTR,2019-12-14 09:00:00.000,2019-12-14 17:15:00.000,2019-12-15 08:33:40.000,2019-12-14,0,1
,Superman Ride,ATTR,2019-12-14 08:00:00.000,2019-12-14 17:00:00.000,2019-12-15 08:33:41.000,2019-12-14,0,1
,Oz Theatre,ATTR,2019-12-14 11:00:00.000,2019-12-14 17:16:00.000,2019-12-15 08:33:34.000,2019-12-14,0,1
